2758,9567,856,13919,13740
5982,9597,12379,176,6277
4655,10651,11740,12537,788
884,8870,9381,9806,11213
12973,2222,1671,3259,3559
695,8766,13023,13564,7163
9626,5838,13580,3556,9013
2374,6550,9727,13700,13557
6129,4010,8446,9389,9560
466,6668,857,3398,9477
4497,11494,1082,6717,13894
6932,14095,3259,740,11007
3555,1252,6966,9978,9910
9869,12154,8938,13785,12334
14861,7598,1997,6653,11837
5772,5181,14879,4643,10971
1573,4569,6306,1795,7869
493,2153,12981,257,8999
4065,6828,4583,572,2649
3280,3786,3689,8536,10866
14132,6062,4237,13388,2883
5310,4307,17,4561,5847
146,4545,13960,1181,6067
9053,1856,15014,14237,8555
867,4486,4784,5591,9877
10874,13752,13991,241,294
13516,5043,13652,5425,6763
137,7889,8954,1904,3675
11634,5668,1,2,3
274,3309,9290,10673,11635
1314,1952,4699,8272,2058
12278,15039,11531,12243,14550
11033,6570,12678,1050,14365
2313,4049,4206,12183,14630
14468,3131,7255,6611,3935
13765,7092,9644,4216,12891
11635,274,3309,9290,10673
2564,11090,5166,9774,9472
2313,12183,14630,4049,4206
13921,2669,5256,465,1421
3163,6591,7173,7941,11593
5110,8781,15306,12140,3526
2816,3945,8220,8495,12412
13244,11189,6363,11969,3225
4233,7261,2017,6860,10425
9537,10250,14574,8940,10625
2979,10979,1988,2488,2564
4213,6052,8205,14280,14973
10386,4705,2939,1777,12225
7205,5436,11768,14271,6031
932,11031,13363,1899,5709
8654,4999,2797,12454,6400
7161,12750,2156,4589,12661
9385,8749,11558,853,5138
10944,13644,1832,4432,6248
1408,3510,4484,4657,4777
7177,12389,13197,8511,5958
7546,2050,4639,9191,1084
697,7883,5792,1166,1168
7895,12722,11636,12965,5394
3345,13798,1344,4453,7336
5475,14134,7991,14236,2039
9753,408,823,2374,4338
5011,9006,14720,11815,13589
220,14712,15363,12292,15098
8552,14127,5528,11651,1768
2744,7319,3086,5903,10677
3056,6949,7509,13501,3677
6604,185,2795,13911,9578
3660,4474,8338,10223,2313
10856,14531,8467,190,6402
3028,1233,7457,2697,4806
5775,5736,14475,4003,8406
2443,1892,2489,8444,14286
8856,8990,10068,9886,14014
9193,3634,10054,10491,11313
14558,11881,3829,5378,9766
2064,5857,14010,2704,83
1018,9845,8692,2001,7447
14317,884,8870,9381,9806
9543,158,2374,6550,9727
7437,11502,8844,2530,7161
4579,14552,7753,1565,5377
8097,10930,3135,4770,6583
1930,5826,6212,11973,7522
11161,10378,3860,1221,1808
590,4511,5777,9236,9581
247,5829,8556,4233,7929
14350,5398,4539,7164,10471
5231,7762,3250,4995,7408
6348,12671,12704,6227,3750
12308,8414,4096,4897,12356
1984,13473,2720,2950,14904
3842,10916,227,14685,6072
1,2,3,4,5
2716,15053,6006,10127,5828
2921,4058,10751,14203,10553
5365,6191,7968,13776,4655
6064,7596,8549,13190,13208
1163,2504,8354,13752,13991
5314,7561,4112,1636,12175
14316,11364,9955,7830,4701
1543,5745,14770,8179,6716
1,2,3,4,5
12680,2582,4386,7393,1
13046,7871,1024,2195,7568
10742,5748,12111,10822,2882
10492,3832,8526,6546,4278
1785,5545,12570,7729,3253
8259,8886,845,1893,2233
10980,3852,2137,2679,3453
3738,6029,9422,14215,3808
7155,5305,3860,3134,2487
13151,6072,3941,1,2
3486,8423,3678,12190,4354
10621,4332,4467,611,6418
686,9394,303,11484,9
3929,1,2,3,4
1453,13582,9110,8648,9400
1543,5745,14770,8424,4629
4173,12391,11470,6958,486
383,13921,2843,14564,4954
353,857,2658,14025,12678
4446,13729,9394,79,245
3090,6037,9755,9892,3785
9124,150,10179,13167,1916
1425,8146,3397,1244,4581
12725,1,2,3,4
884,8870,9381,9806,11213
31,14100,1046,1346,3979
4865,3887,9406,750,4836
11338,5423,4304,3094,14033
4995,9954,8794,3627,11544
809,8274,5620,2388,8914
5680,221,8675,14289,5078
2910,3221,8668,13915,2518
590,710,1360,4511,4687
7241,9458,12186,3857,10257
12802,13439,9002,9554,9737
11983,12650,7607,10828,8008
3848,1249,8934,3182,6228
9016,5540,12369,1,2
968,7356,464,85,4338
1412,2276,4594,7920,14465
6619,6998,15289,7414,5480
12191,13638,1820,8449,5010
1617,1,2,3,4
3618,12797,14299,9386,5193
6585,5952,14913,13349,3719
361,2153,12981,257,8999
1792,5868,8787,10502,7412
10046,14249,11255,8511,6461
10821,14901,13160,1693,3799
4143,5001,126,8697,6762
601,10573,2145,1,2
5857,9299,14010,6837,5486
9044,13801,11440,2107,1816
10626,12820,10919,9573,4391
4437,11272,1484,5330,7157
3165,8747,14119,1857,9038
4494,5941,505,7621,11913
504,4494,5941,7621,11913
8538,9195,8776,13298,1
1028,8303,8484,12604,2791
1879,10970,12729,15297,6389
9299,5486,13030,1647,1898
3059,10718,10020,4956,5741
968,3396,9437,524,14748
755,1183,5791,10474,11712
12535,6932,355,13082,14095
8316,12472,11345,6117,12276
10970,12729,510,8948,10718
2480,14160,1635,12417,4392
7177,12389,13197,8511,2032
11134,6072,1,2,3
6224,3552,7346,117,14331
8551,14833,8955,3761,6057
7321,12491,2793,9007,1030
4555,4835,6873,6992,9952
13760,1377,9723,13980,10233
511,968,3396,9437,14748
2119,11918,8736,3749,5525
11993,12111,14032,10512,6093
3023,3717,4050,7327,10691
2679,6365,14247,1338,2349
13820,1694,6009,10536,14543
2261,5113,6950,8020,12144
959,13588,13806,12508,14818
3056,4213,6052,6949,7509
2276,11529,3468,5038,8959
5485,312,2004,6524,7049
78,8154,6408,9313,9616
12137,3005,4859,11809,4262
14749,12461,9572,3680,11511
4815,15228,11447,8627,11314
12750,7161,12661,5035,10350
4118,12854,7860,5132,10140
9479,14315,14051,12393,7759
6943,12349,341,2117,3001
1,2,3,4,5
5991,1943,8231,10072,2675
12367,1,2,3,4
615,2389,8170,12878,14383
2614,3365,8434,9723,13980
137,7889,8954,1904,3675
1583,11275,7553,9082,1495
14055,11121,7123,7540,4480
590,4511,5777,9236,9581
478,2397,5680,9049,14379
255,9069,9684,11507,15050
14849,8260,733,14974,10703
6909,4631,5450,6994,7366
5715,9646,6888,4111,3268
5756,9485,9436,3818,1312
825,11999,3280,10562,10376
1,2,3,4,5
2313,4049,4206,12183,14630
613,3328,9699,14963,4489
1,2,3,4,5
1060,13015,2508,14446,12853
6524,13939,5485,9389,136
8076,11132,12045,13275,12178
590,9236,9581,4511,5777
14976,9458,11925,12186,14282
4437,11272,1484,5330,6290
1110,4889,1029,11753,4489
1290,4087,1458,9695,3587
5255,13862,1533,7010,1
7869,8937,12807,13951,14953
10599,4561,156,867,4486
2308,5190,6894,8764,8900
8943,6064,7596,8549,13190
5712,2001,2461,1721,13498
1213,12503,10304,5102,380
138,11202,14789,788,2077
8830,13534,7927,13579,8914
13883,2546,14330,5773,14253
7905,871,12047,3247,12290
823,4338,12420,7687,14579
2398,14968,1952,2058,3326
6740,8303,14417,7014,4712
14134,14152,11810,1,2
14720,10760,656,13179,7195
228,7265,6010,12961,10128
8520,7055,13045,194,15252
9076,10437,11179,13674,5780
4511,5777,9236,9581,11141
3945,11995,15099,10676,8508
14622,10761,13499,77,6213
14249,11924,8523,3751,6087
6493,11177,10495,8921,12534
2258,12888,13098,14273,15252
10944,13644,11207,1901,6436
9783,10018,4554,13740,14184
3003,68,3482,4761,8162
11654,1543,5745,14770,10639
10424,11155,7695,12677,13608
9270,6683,1355,13280,13382
9329,9064,9677,1815,10326
12994,15162,3925,7870,6088
7955,8864,619,11037,5961
3001,6943,8578,12237,10909
1820,7408,8309,8449,13963
6383,46,9945,7167,15000
6157,13299,10325,12445,14392
1445,7834,8054,10781,12106
9779,12209,9848,10098,831
13944,11434,829,3013,5172
10201,5020,2370,5,12470
561,3328,9699,14963,4489
10959,9968,12399,6678,329
2389,8170,12878,14383,5297
1626,8667,11462,9781,8614
14885,13117,150,810,10179
312,491,3618,9058,9939
10437,7955,10024,1552,5061
387,5101,8120,13055,738
1642,10476,14231,8315,5175
4327,5188,3327,4426,5199
9620,946,3957,701,10430
8974,9476,7879,3031,7970
9985,11728,655,2935,5433
2817,5617,6633,8727,8706
1516,9668,130,3209,4184
8814,10082,11811,6325,14376
13287,13110,10774,12583,7401
2106,907,1786,695,2564
1209,14221,7394,1773,1272
5361,4862,8101,7628,8307
316,3070,8426,8708,12104
13471,3334,8659,5904,8163
5573,9495,5776,2411,12712
3587,8837,6485,2840,91
14798,13573,5913,1,2
6614,7602,10030,4618,4726
9295,2828,4146,9822,11977
178,2843,3747,4954,5792
12082,14028,9466,2341,7842
8927,8172,7451,7253,1304
8657,6060,7201,8737,10013
10117,41,14896,296,5059
2179,9298,5706,1615,6951
12277,13443,1905,6421,4637
5694,11207,231,9881,7600
3911,7314,12116,13204,15368
9630,13037,10830,5857,14010
11088,8800,1585,12492,6722
12567,9099,1836,2657,1
7818,2325,5586,12975,13533
5719,7405,2403,5218,8763
4220,9411,1255,9317,625
9985,11728,9249,7417,11412
316,8426,2171,130,3209
8391,12622,1798,2882,12167
512,755,1183,5791,10474
8929,12107,10862,4938,4231
8940,10625,11803,12731,785
4522,7128,8522,6159,5158
4067,1927,6130,6046,12572
3924,12342,4757,6248,8516
12782,8935,13945,14901,3493
2073,3527,7452,2782,5254
8535,1367,11627,3052,3733
12599,12645,740,12322,5998
4268,3086,3116,10763,4742
9924,12289,283,6473,113
2464,5135,7175,7292,12609
3365,8434,3861,13539,2809
9829,4485,14175,8981,8032
10708,11085,11108,7076,13420
7938,9875,10693,13119,7646
3001,6943,8578,12237,10909
5299,7449,3982,8825,8304
7407,6093,8541,9066,11453
715,13123,10803,13049,978
7665,1,2,3,4
361,493,2153,12981,257
11654,10639,1607,3207,1264
14434,14071,2516,3312,4831
4398,9917,1931,343,11088
867,4486,4784,5591,9877
1412,4594,7920,14465,14733
9394,3286,1042,460,303
15172,772,2581,2605,3693
5202,6307,3705,5746,4294
8299,11026,14525,3832,1190
312,9939,7564,13780,255
2581,3693,3917,772,4586
3359,13355,14883,7373,11726
13579,7515,11792,9576,12347
13150,886,1183,11712,512
13023,7163,4624,3936,10069
1120,14162,13285,15158,10711
5013,14966,2388,3379,2516
14049,6063,7639,147,13404
4618,4726,5212,7602,10030
1374,1995,2827,3429,4917
623,4129,430,2457,7637
3119,8240,15082,988,7868
1,2,3,4,5
229,8435,8690,3750,13995
1947,5282,11332,13693,1725
5014,11688,11757,13453,13728
11391,7665,9708,14461,6345
323,8157,13494,3355,8141
6558,10719,6829,1063,10566
1360,4687,6602,13356,14567
2480,14160,859,9750,13216
895,5732,10154,13326,1665
2650,10138,14285,3230,5393
7089,8740,5705,281,4028
678,13123,10803,13049,978
12606,1582,11153,14875,15049
14669,14393,92,5971,7363
14664,1500,2830,8531,8961
14017,5898,851,5219,424
13622,217,1147,5010,8191
13021,2286,11567,9,8180
1698,13130,8085,13590,5662
5444,8301,13624,4072,4860
10818,2437,7147,13849,8527
12136,12990,109,7656,10301
4757,8602,2065,5881,8332
9322,5512,13889,11315,4889
1834,8257,7181,9353,13785
6180,2886,7051,13450,8497
7818,5586,12975,4980,14158
11400,3658,6974,4750,1225
11399,5495,12598,11862,1619
14047,4227,3994,8034,5653
2722,7969,9307,7657,120
1712,13866,15276,11521,10897
643,8657,6614,6060,7201
14908,2064,2704,15125,83
13065,6901,12593,13591,8246
884,8870,9381,9806,11213
12645,9953,11469,10241,667
2951,2760,3269,8828,1636
7924,11231,9975,13484,9390
11080,11658,1952,2058,2276
7470,1,2,3,4
6524,5485,9389,136,14762
233,13525,13672,9166,14515
1818,4618,4726,7602,10030
527,3023,3717,4050,7327
1812,12283,8938,2264,14009
474,4865,247,13584,12579
3746,13168,2046,5229,15068
2979,10979,390,1988,2488
11531,12243,12278,14550,15039
10234,3400,1480,11280,3189
512,1183,5791,10474,11712
2148,3957,5851,10910,9043
6576,13962,4686,9429,6782
9173,9804,6413,5365,6191
4631,5450,5805,6411,7366
105,8667,11462,1626,13720
5778,8063,14635,3166,6653
13061,14862,120,10122,5016
12255,14109,2391,13954,13889
6345,14461,1,2,3
6057,12219,13113,870,10484
11613,1307,343,811,15312
14446,14416,6930,15151,8697
14138,4536,11086,4369,1467
6765,919,1615,14664,1500
3377,13761,4177,8822,8960
3892,4732,9331,11188,14790
2581,3693,3917,4586,7552
4796,3021,4000,13233,11852
15176,9716,1010,6925,52
6354,3084,12630,10451,5216
3861,9163,9770,9829,7599
6894,12287,9987,6630,1579
3069,1661,5221,5655,8724
1451,4810,5780,6644,9076
13074,11498,9538,2338,8574
9296,11618,2195,8333,3354
1952,2058,3326,7145,8473
8516,8836,11024,2597,90
12541,3286,2494,1042,12550
8940,10625,11803,12731,3969
6884,1211,13555,3026,15064
14987,1014,3078,4658,13639
138,4655,11202,10651,14789
8210,12627,13451,5278,6167
7128,8522,7833,14811,2919
15145,3453,6447,8976,9447
4789,13431,6883,6230,8892
8200,10372,9649,918,14251
5792,15049,6366,323,14573
4904,436,1984,5190,8764
13283,10269,2194,821,234
1573,4569,6306,1795,1326
1760,8899,13794,2942,11224
13160,6373,9087,13118,14251
13464,6547,2657,4736,8293
2309,7638,7317,2733,997
1040,3357,10683,3888,11789
4851,12934,13561,1952,2015
4728,10542,246,3213,5465
7833,14811,6736,15222,6724
11582,12084,9605,7480,15259
1602,13615,13476,13163,4785
1274,6702,6725,7360,8082
341,2117,2675,5454,6257
617,6911,2619,11810,6345
343,6119,11928,9183,6619
8814,10082,11811,6325,14376
1408,3510,4484,4657,4777
1725,1947,3462,5282,10918
9735,164,10197,10541,10046
5688,1128,8603,3289,2104
12858,14969,6892,3666,2555
6115,8628,2829,14288,11025
9076,11179,13674,5780,9372
931,12600,14021,4234,4575
13283,10107,4143,9875,1420
9648,7628,1,2,3
4338,12420,7687,14579,208
1866,2835,3604,5160,14955
558,11999,3280,10562,10376
3753,7648,4249,14338,6918
10670,14904,13050,7751,1573
3327,2843,4954,8160,14564
14750,13416,14241,611,15024
10480,11208,15153,12819,7175
159,3953,3833,3495,14102
3721,14199,3374,6711,1585
3182,7359,4983,3318,11499
1725,1947,5282,9394,11332
13856,4579,3886,1137,7003
3850,159,1904,8450,10090
1830,1881,13236,14856,8096
1106,8305,10535,12773,6618
4213,6052,9172,14280,8205
4835,6873,6992,9322,9952
13987,13633,14503,5322,8630
6469,6811,14736,7876,7197
7144,8115,8830,7927,8914
332,11975,13755,14198,10325
5591,867,4486,4784,9877
9609,14785,7231,3197,3467
312,4842,14130,3801,9939
13288,5115,10384,10533,11224
1514,6784,13056,573,15264
2716,15053,7058,439,5015
14017,14216,10339,6201,10492
478,5680,221,8675,4902
8666,1046,11205,14538,12022
4967,11156,11820,12415,382
7783,385,5110,14130,11918
13076,11931,14827,9913,196
5719,466,353,5218,8763
1785,4228,5545,12570,7729
10731,10771,7756,2042,12639
491,3618,6141,12797,14979
1379,8285,10574,5396,7374
8733,10765,772,1451,2581
13200,5065,2809,7437,10944
3200,6903,5134,8963,1775
68,3482,4761,1506,8162
6975,7161,12750,12661,10350
4486,4784,5591,9877,12527
5466,8149,3568,8023,11980
4213,6052,14280,8205,14973
6057,13113,10484,4592,4250
772,4586,7552,11606,2581
2329,11964,2287,6259,5477
2966,9920,12012,3824,12910
9300,3968,1689,8363,12838
4288,4667,7818,2325,12472
3105,10613,10744,11900,12408
1402,4267,11697,10424,11155
6593,228,1876,507,6195
5846,12472,6435,8403,11345
823,4338,12420,7687,14579
137,11582,9605,14317,884
12248,6994,3066,8681,15323
3202,13477,12037,14246,10067
8870,9381,9806,11213,12636
3466,1,2,3,4
13150,11876,10899,6792,7541
62,659,8713,8929,9489
695,3001,3070,3398,6943
15296,577,9885,1429,4871
4559,9614,2444,11025,15123
13151,12961,13256,6357,1
1422,15127,12745,9886,846
2156,4589,6683,13429,3872
2923,2214,7343,9557,13133
5732,10154,13326,10544,6860
6961,8954,10762,2750,8393
2210,9371,2039,4051,2085
4884,8163,5904,8508,4903
4260,9420,12583,11384,1067
8088,527,3023,3717,4050
7869,8937,12807,13951,14100
3105,4523,9731,10613,10744
14534,8355,15003,14890,13122
12367,1,2,3,4
6423,14003,2299,1406,13318
1,2,3,4,5
2106,1786,3352,3250,52
11253,9155,4241,15350,5631
2497,1760,15216,4426,3863
7982,8700,9582,2593,12037
7843,2349,528,10107,3063
1298,6736,13055,12130,4455
1965,4055,5882,15143,5398
3406,4042,1,2,3
9791,312,478,1258,2374
5317,1,2,3,4
6256,8336,4680,15080,2879
9472,6509,8199,5408,2761
6765,5167,15241,4172,6158
15016,436,1984,13473,2720
2423,2667,2974,1571,2106
5766,5944,2327,1054,1500
12719,10139,10408,7042,9267
1637,8296,8323,12366,4
341,2117,5454,6257,6284
14235,1,2,3,4
112,2271,6350,6706,7149
838,1106,8305,10535,12773
3138,14683,8524,14496,12501
7850,13199,8496,3843,10677
12633,2418,8536,820,9375
394,13363,5253,941,6675
8501,10124,6015,8760,10101
474,3035,4865,12247,6521
643,8657,15278,9458,12186
12736,8733,4889,4537,7326
9394,303,13373,11484,9
75,13281,15321,13576,243
10437,2336,5386,9787,12384
205,1561,2072,6329,10695
11254,932,8806,4007,12245
3630,7089,7717,574,315
12697,4578,6900,1716,7487
13343,6689,8933,6493,8241
4842,5117,7698,8259,9508
9620,623,3957,10430,4346
4677,5624,13904,9507,11920
2431,1160,10522,312,9939
4931,9206,10076,4983,1435
615,2389,8170,12878,695
3551,10170,13079,3672,9242
11162,6527,14430,14005,12346
4314,11014,2292,4472,10226
2003,8300,4077,12713,10416
12132,5041,1456,1808,8703
6413,12912,3130,1555,6982
4798,5559,5781,6894,12287
13048,10514,3265,5368,11846
1402,4267,11697,531,6609
15234,13763,14493,725,9427
7450,5131,6073,11663,9870
9663,10405,9639,10915,11154
6683,6036,3823,4941,11980
10379,250,7488,9295,12055
3537,10626,12820,10919,3484
6979,163,840,2902,13179
2979,13280,10979,3634,390
511,14116,3396,9437,524
6171,9176,1347,5640,3595
2917,13307,1,2,3
8484,3660,6644,10223,4474
