33475,9.75
32777,9.7
23261,9.5625
28036,9.5556
3609,9.4667
11862,9.4
32347,9.3906
33173,9.384
14988,9.375
29848,9.3492
19803,9.3333
3431,9.3125
29915,9.3115
36784,9.3077
15743,9.3067
13502,9.3
34446,9.2857
34517,9.2817
25363,9.2813
19419,9.2727
36872,9.2727
17856,9.25
33115,9.25
27343,9.2308
30137,9.2273
18506,9.2143
1076,9.2045
20939,9.1905
33175,9.1667
19931,9.15
12866,9.1395
17648,9.1395
29570,9.1132
24760,9.1111
29888,9.1
2041,9.0882
35300,9.0874
14968,9.0833
16958,9.0833
28207,9.0833
14599,9.0769
17240,9.0769
32130,9.0769
13101,9.0714
36026,9.0714
27569,9.0563
6643,9.05
34774,9.0488
9684,9.04
2049,9.0328
23188,9.029
6592,9.0256
11259,9.0227
6871,9
7481,9
9577,9
11922,9
17813,9
22482,9
30370,9
2911,8.9859
18546,8.9846
4327,8.9787
6461,8.9787
909,8.975
11403,8.9565
19618,8.9545
24832,8.9545
10446,8.9468
4546,8.9412
14553,8.9412
6502,8.9375
12900,8.9375
23213,8.9375
33558,8.9375
3674,8.9333
18243,8.9333
36691,8.9333
25987,8.9286
15258,8.9231
16016,8.9231
18200,8.9204
3974,8.92
7562,8.9167
30173,8.9143
19072,8.913
23282,8.9091
27660,8.9091
32164,8.9091
18016,8.907
31992,8.8931
13373,8.8919
29150,8.8889
14616,8.8876
14644,8.8857
13574,8.881
8759,8.8793
18222,8.875
29072,8.875
13473,8.8718
20256,8.8696
30072,8.8667
16367,8.8571
30982,8.8571
14414,8.85
579,8.8462
12281,8.8462
23500,8.8462
26223,8.8462
269,8.8429
27769,8.84
35247,8.8387
562,8.8378
11109,8.8378
34891,8.8361
7253,8.8333
14117,8.8333
17665,8.8333
35628,8.8333
35738,8.8312
8170,8.8276
6552,8.8269
15672,8.8235
30758,8.8235
10200,8.8202
24758,8.8182
12897,8.8125
15482,8.8125
30904,8.8125
36998,8.8125
30360,8.8081
12492,8.8
14630,8.8
24391,8.8
28308,8.8
20234,8.7895
25696,8.7895
7393,8.7869
4722,8.7857
10082,8.7857
22975,8.7857
34906,8.7857
21406,8.7818
2578,8.7805
16547,8.7778
34799,8.7778
24639,8.7761
16825,8.7742
30898,8.7708
12097,8.7692
30058,8.7667
16766,8.76
13061,8.75
19926,8.75
21116,8.75
22606,8.75
25421,8.75
27433,8.75
33523,8.75
12354,8.7467
24834,8.7442
18791,8.7436
25304,8.7403
17708,8.7391
24028,8.7368
11366,8.7333
29255,8.7333
29184,8.7222
28650,8.72
26285,8.7195
17383,8.717
2836,8.7143
21031,8.7143
25939,8.7143
28102,8.7111
36248,8.7083
35746,8.7059
3366,8.7045
4244,8.7037
23569,8.7
34351,8.6989
13067,8.6957
17815,8.6935
2447,8.6923
19241,8.6923
35294,8.6923
19642,8.6905
26468,8.6901
37033,8.6897
9735,8.6863
21912,8.6857
5157,8.6842
24034,8.6842
10672,8.68
13726,8.68
8426,8.6757
353,8.6667
4578,8.6667
20757,8.6667
22098,8.6667
22615,8.6667
24768,8.6667
33598,8.6596
21717,8.6585
19544,8.6538
11652,8.6471
14651,8.6471
31002,8.6471
29781,8.6429
29947,8.6429
36853,8.6364
27885,8.6316
31293,8.6296
18480,8.625
20608,8.625
27401,8.625
22312,8.619
28966,8.6176
4373,8.6154
4423,8.6154
6343,8.6154
8447,8.6154
8096,8.6129
6482,8.6111
25967,8.6111
1363,8.6071
32291,8.6071
7585,8.6
13301,8.6
18434,8.6
24608,8.6
34867,8.6
33603,8.5955
6637,8.5938
8630,8.5938
36607,8.5926
19909,8.5909
34043,8.5909
15687,8.5849
11558,8.5833
15195,8.5833
21405,8.5833
23030,8.5802
29813,8.5789
15086,8.5778
27847,8.5769
31268,8.5769
27753,8.5758
4328,8.5714
12566,8.5714
16027,8.5714
20803,8.5714
26435,8.5714
34470,8.5714
13069,8.5652
28415,8.5652
14709,8.5588
8519,8.5556
28514,8.5556
28814,8.5556
4020,8.5526
36461,8.5517
28076,8.55
11872,8.5417
1836,8.5385
3875,8.5385
7622,8.5385
7966,8.5385
14982,8.5385
24123,8.5385
26705,8.5385
27583,8.5385
28861,8.5385
30182,8.5385
7733,8.5366
27971,8.5357
8108,8.5333
23145,8.5333
30989,8.5333
6855,8.5294
28053,8.5238
2227,8.52
28393,8.52
8134,8.5185
4105,8.5179
8181,8.5172
1447,8.5125
16272,8.5091
1977,8.5
3078,8.5
9300,8.5
9655,8.5
14328,8.5
17266,8.5
18201,8.5
18694,8.5
21601,8.5
26502,8.5
26509,8.5
26808,8.5
27419,8.5
31506,8.5
34345,8.5
34848,8.5
1904,8.4865
15293,8.4848
28103,8.4848
15530,8.4815
34657,8.4783
34480,8.4762
2580,8.4737
10859,8.4737
18586,8.4706
14872,8.4688
505,8.4667
25982,8.4667
31833,8.4667
36543,8.4667
18151,8.4615
25623,8.4615
26581,8.4615
28139,8.4615
29578,8.4615
26846,8.4545
1686,8.45
17696,8.4444
6014,8.439
28701,8.4384
25007,8.4375
28634,8.4375
30863,8.4375
10701,8.4364
5713,8.4333
3066,8.4286
15566,8.4286
16501,8.4286
17328,8.4286
30846,8.4286
33376,8.4286
35549,8.4286
4039,8.4242
14932,8.4242
27322,8.4237
6238,8.4231
8669,8.4211
9354,8.4211
23292,8.4211
25938,8.4194
18099,8.4177
347,8.4167
7948,8.4167
11657,8.4167
20985,8.4167
33090,8.4167
11891,8.4118
15973,8.4118
20084,8.4118
7928,8.4091
8924,8.4091
26044,8.4091
3661,8.4043
14351,8.4035
4800,8.4
12160,8.4
16421,8.4
22552,8.4
22762,8.4
27339,8.4
30821,8.4
35454,8.4
32479,8.3929
25645,8.3902
2556,8.3889
10195,8.3889
34365,8.3864
4719,8.3846
12635,8.3846
19858,8.3846
26669,8.3846
28589,8.3846
32691,8.3846
19001,8.381
25364,8.381
36795,8.381
30653,8.3804
24786,8.377
912,8.375
26088,8.375
36483,8.375
3456,8.3731
19622,8.3704
8035,8.3699
1762,8.3684
24236,8.3684
26325,8.3654
1456,8.359
100,8.3571
7001,8.3571
7720,8.3571
7771,8.3571
28130,8.3571
35604,8.3529
21678,8.3448
32956,8.3438
11579,8.3429
15037,8.3421
26681,8.3396
36957,8.3396
4752,8.3333
7098,8.3333
8361,8.3333
10893,8.3333
11731,8.3333
15735,8.3333
18106,8.3333
18354,8.3333
19752,8.3333
21277,8.3333
26197,8.3333
30964,8.3273
133,8.3214
16425,8.3214
7967,8.3158
17690,8.3158
19676,8.3158
8252,8.3125
12867,8.3125
21780,8.3125
23410,8.3125
30925,8.3111
5785,8.3077
15119,8.3077
25860,8.3077
30198,8.3077
34472,8.3077
35939,8.3077
36023,8.3077
6111,8.3059
20635,8.3019
5227,8.3016
18562,8.3
20407,8.3
33745,8.3
36599,8.3
4768,8.2941
11128,8.2941
28063,8.2941
33500,8.2921
3704,8.2917
5292,8.2877
2634,8.2857
11253,8.2857
16826,8.2857
17030,8.2857
13530,8.2826
29195,8.28
344,8.2778
10798,8.2778
35136,8.2778
32916,8.2771
27923,8.2727
19022,8.2703
11486,8.2692
14211,8.2667
21918,8.2667
26340,8.2667
29112,8.2667
17973,8.2632
26590,8.2632
28127,8.2632
2569,8.2609
12697,8.2593
10452,8.2571
759,8.25
1153,8.25
6701,8.25
6903,8.25
10546,8.25
11141,8.25
12368,8.25
14046,8.25
16544,8.25
18986,8.25
20168,8.25
27416,8.25
28657,8.25
28946,8.25
35113,8.25
35894,8.25
5945,8.2456
29005,8.2456
7829,8.2353
17540,8.2353
27139,8.2333
473,8.2308
7625,8.2308
8327,8.2308
23507,8.2308
27559,8.2308
30094,8.2308
32877,8.2308
27675,8.2258
52,8.2222
2143,8.2222
35665,8.2222
14533,8.2174
1073,8.2143
3751,8.2143
9635,8.2143
11070,8.2143
34223,8.2143
35649,8.2143
21263,8.2121
7555,8.2105
23701,8.2105
1258,8.2083
27943,8.2083
28932,8.2083
35458,8.2069
350,8.2
5050,8.2
6773,8.2
7501,8.2
10410,8.2
19801,8.2
25515,8.2
29736,8.2
14535,8.1951
7498,8.1944
26836,8.1935
12328,8.1923
16741,8.1923
2523,8.1915
6254,8.1915
33298,8.1905
34713,8.1905
11327,8.1875
13899,8.1875
16753,8.1875
19860,8.1875
26477,8.1875
33925,8.1875
35860,8.1875
27508,8.1852
14381,8.1818
17472,8.1818
24345,8.1818
26905,8.1818
4708,8.1795
12454,8.1765
25150,8.1765
23949,8.1754
1304,8.1739
19938,8.1739
14001,8.1707
4,8.1667
553,8.1667
3847,8.1667
6537,8.1667
8606,8.1667
11871,8.1667
17911,8.1667
22003,8.1667
24010,8.1667
33699,8.1667
19529,8.1628
11707,8.16
3759,8.1538
17515,8.1538
19696,8.1538
25758,8.1538
27784,8.1538
28762,8.1538
33250,8.1538
33818,8.1538
35600,8.1538
8394,8.1519
8589,8.15
31069,8.15
2234,8.1489
17389,8.1486
1335,8.1429
2290,8.1429
7504,8.1429
14780,8.1429
25984,8.1429
26942,8.1429
32025,8.1429
20262,8.1395
30718,8.1389
32780,8.1389
184,8.1379
5054,8.1364
4896,8.1333
10427,8.1333
12029,8.1333
15378,8.1333
19198,8.1333
33574,8.1333
8549,8.1311
15031,8.1282
20919,8.125
29308,8.125
35819,8.125
9893,8.1233
16184,8.12
11261,8.1176
22324,8.1176
35071,8.1176
17717,8.1111
19112,8.1111
25025,8.1111
28200,8.1111
12255,8.1087
14174,8.1081
5993,8.1071
22976,8.1071
28688,8.1059
5248,8.1053
15678,8.1053
19534,8.1053
28950,8.1053
11012,8.1026
22328,8.1026
58,8.1
25629,8.1
26332,8.1
27009,8.1
34945,8.1
11631,8.0968
30440,8.0968
2561,8.0952
27299,8.0952
33629,8.0909
9607,8.0896
13886,8.0893
4228,8.0862
20620,8.0849
2585,8.0833
10548,8.0833
12271,8.0833
13001,8.0833
19748,8.0833
21851,8.0833
26391,8.0833
34437,8.0833
1436,8.0769
12669,8.0741
30428,8.0741
6782,8.0714
8284,8.0714
14594,8.0714
21265,8.0714
5002,8.0667
5884,8.0667
26028,8.0667
19164,8.0625
29777,8.0625
9186,8.0588
34084,8.0588
20965,8.0571
35149,8.0526
21505,8.0513
21038,8.05
11556,8.0476
18576,8.0476
23571,8.0476
36179,8.0476
22546,8.0455
1209,8.0444
9415,8.0417
